walker	beta0	tau_sq_0	ell0	beta1	tau_sq_1	ell1	beta2	tau_sq_2	ell2	beta3	tau_sq_3	ell3	beta4	tau_sq_4	ell4	beta5	tau_sq_5	ell5	beta6	tau_sq_6	ell6	beta7	tau_sq_7	ell7	beta8	tau_sq_8	ell8	beta9	tau_sq_9	ell9	beta10	tau_sq_10	ell10	beta11	tau_sq_11	ell11	beta12	tau_sq_12	ell12	beta13	tau_sq_13	ell13	beta14	tau_sq_14	ell14	beta15	tau_sq_15	ell15	beta16	tau_sq_16	ell16	beta17	tau_sq_17	ell17	beta18	tau_sq_18	ell18	beta19	tau_sq_19	ell19	beta20	tau_sq_20	ell20	beta21	tau_sq_21	ell21	beta22	tau_sq_22	ell22	beta23	tau_sq_23	ell23	beta24	tau_sq_24	ell24	beta25	tau_sq_25	ell25	beta26	tau_sq_26	ell26	beta27	tau_sq_27	ell27	beta28	tau_sq_28	ell28	beta29	tau_sq_29	ell29	sigma_noise	sigma_gp	lambda	log_l	log_p
14	3.515166861e+02	9.199392071e-02	4.972280321e-02	3.126782550e+02	8.532477011e-05	1.184453837e-01	5.412919004e+02	5.754545152e+00	1.276522515e+01	4.250497288e+02	1.847364953e-06	2.489942642e+01	-9.893073358e+02	1.774064091e-02	8.934412939e-03	9.479775382e+02	7.002900487e-06	8.608604672e+00	3.336143704e+02	3.529899533e+00	4.427170000e-02	-5.178865734e+01	5.079269078e-04	1.055942894e-02	-7.435389067e+02	1.730380098e-04	4.909078980e+00	1.745083503e+02	1.269876658e+00	1.202304748e-03	9.304919601e+01	1.832170901e-02	1.712299153e+01	-4.816131725e+02	1.710981124e+00	5.005415266e+00	-4.649866084e+02	1.629857764e+01	3.243059286e-02	3.750988104e+02	2.728042180e-01	2.265402077e-03	9.976206672e+01	2.239486708e-01	6.116695463e+00	-8.847408877e+02	7.687402316e-06	1.076437673e-01	-6.299383857e+02	9.072926709e-04	1.491410285e+01	-7.438076893e+02	5.434593717e-03	9.824567292e-01	-7.854832778e+02	3.939795504e-05	1.108212198e-03	-2.784425211e+02	4.689566843e-03	2.406727811e+00	-5.028651843e+02	2.879661711e+00	7.149376935e-03	8.912280532e+02	2.814630138e-03	1.198949300e+00	7.891261268e+02	1.113045664e-01	2.157163302e-03	-6.892100077e+02	4.034178557e-01	1.704083278e-03	-4.205820953e+02	3.488448406e-03	3.362436879e+01	-4.652895501e+01	9.613342396e+01	7.179552285e-03	-8.280559429e+02	4.956625446e-02	2.565289566e+00	7.895642845e+02	3.828397943e+01	1.078318849e+01	-6.245707425e+02	1.834264541e-04	9.058658084e-01	-4.498873815e+02	5.641811553e-04	8.194609472e-03	2.564068903e-05	3.423411645e+01	8.860502432e-02	-2.683921263e+20	-2.223009987e+02

15	1.090594001e+02	9.330248742e-01	2.015814128e+01	2.792030910e+02	9.351776554e-02	1.226127442e+00	-1.038853547e+02	3.898123492e+01	4.029282217e+01	-8.231959372e+02	4.189729402e+01	4.690845539e+00	1.475417034e+02	5.411377276e-01	3.311395485e+00	8.221832791e+02	4.518197489e+00	1.395048046e+01	-2.737154368e+02	7.199043123e+00	1.511440831e+00	-2.877790817e+02	2.200394589e-03	3.285164335e-01	8.421093528e+02	3.091034311e+00	1.067156847e+01	1.412553381e+02	1.963349635e-02	8.410732570e-02	6.498458184e+02	9.676074284e-02	1.521107662e+01	3.421147753e+02	2.297562616e-02	2.904975035e-01	2.045467006e+02	1.994941841e-03	8.840222563e-02	-9.320299907e+01	1.045768121e+01	4.450204486e-01	-6.364274517e+01	4.365304934e+00	6.106425037e-02	-5.346195002e+02	1.843240834e-01	2.057907844e+01	-3.724363269e+02	2.889022549e-02	3.436579433e-02	3.009653813e+02	4.378925589e+01	1.918819915e+00	-6.511186096e+02	1.376055322e-01	1.668242735e+01	2.049896243e+01	1.388697446e-01	1.912851325e+01	6.707131368e+02	1.921621642e-05	3.983122006e-02	7.400325468e+02	3.363406590e-02	3.988696320e-01	-6.764731419e+02	2.732513487e-02	1.855118161e+01	5.940193587e+02	3.132484605e-04	4.918698057e-02	-2.793856854e+02	1.113345909e-03	4.099455547e+00	-4.725836729e+02	1.965002819e+01	9.732312973e-01	-6.033977107e+02	3.512866560e+00	5.723281259e-01	-4.775620509e+02	3.653824178e+00	3.896052061e-01	2.035873242e+02	5.202899033e-01	3.562485889e-01	-1.117096568e+02	1.165928384e-01	1.264794304e+01	1.933104913e-06	3.919116789e+00	2.104440420e+00	-3.332362530e+21	-3.508849388e+02

16	-4.169115836e+02	5.049155936e-02	6.149417209e+00	-2.195913299e+02	2.855346898e-03	8.700661663e+01	7.877451106e+02	2.631038847e-05	5.271160263e-01	-3.761228532e+02	2.296693092e-01	2.569474836e-01	-5.350879226e+02	4.780660122e-02	3.911740676e+01	-3.574418724e+02	8.478647804e-02	6.211493162e-02	-3.858955531e+02	2.755813817e+00	3.711242217e+01	3.388108431e+02	1.259290910e-03	2.661623786e-01	-2.335436132e+02	1.643745885e-01	4.210108304e+00	4.389247285e+02	2.033991771e-01	1.446110657e+01	-5.735639883e+02	1.787056249e-01	1.655066388e-03	4.273552113e+02	2.563445430e-01	1.200356385e-02	-4.350741414e+02	3.479362532e-01	5.802213492e-03	-5.640153533e+02	4.779577227e-06	6.005693815e-01	9.727325535e+02	3.033068744e-01	3.176761867e-01	-2.078217296e+02	8.796564746e-04	2.070956091e+00	9.897548935e+01	1.197975387e-03	1.037612262e-03	-4.461930892e+02	3.329800223e-05	6.125105168e+00	-9.324695989e+02	1.089433194e-01	1.603049957e+00	9.405434321e+02	2.090444861e-04	3.323243031e+00	-4.793866114e+02	4.518672655e-04	1.032262911e-01	1.035287269e+02	1.803786036e-06	1.218502368e-01	-5.138886144e+02	1.087325575e-02	5.738844747e-03	6.852948365e+00	3.219090623e-04	6.058985794e-01	8.034743766e+02	2.207404208e-03	1.262045762e-02	7.451308139e+02	1.638500730e-06	2.803447143e+01	3.071052720e+02	1.812003662e-02	1.919577499e-01	4.109595596e+02	4.119935428e-04	8.413026783e+00	-8.224509337e+02	5.833152781e-05	1.248885652e-03	-6.169857130e+02	1.912397059e-01	8.455874751e-01	3.992946275e-03	4.590210871e+01	1.205921019e-02	-1.438822215e+16	-2.005836277e+02

17	8.642511755e+02	7.426776777e+00	1.396276169e+00	-2.960724443e+02	2.040077556e+01	2.077260873e-01	-7.929214058e+02	5.345554111e+01	2.173776535e-02	-2.406825255e+02	4.877214199e-04	3.935013568e+00	7.703520957e+02	4.469875096e-04	1.259302443e-01	5.583171750e+02	1.969524134e+01	2.018935177e+00	8.806869669e+02	1.676856008e-02	5.277650806e-03	-2.796006655e+02	1.181190884e+01	4.316279142e+00	9.969597272e+02	3.623084508e+00	9.017761758e-01	3.385770880e+02	9.703020010e-04	9.905532797e+01	-4.718659888e+02	1.900387959e+01	1.700547801e+01	7.005733246e+02	9.346317427e-04	3.388757575e-03	-2.604856205e+02	1.227323079e+00	1.966839562e+00	-2.246101741e+02	7.525215343e-01	2.190176499e+00	-5.938371830e+02	1.202252441e-04	7.455547790e-01	8.553514458e+01	2.727514773e+00	1.565865434e+00	5.420468645e+01	8.718035330e+01	2.976548709e+01	9.950992411e+02	1.654677992e+00	4.652962842e+01	7.083516114e+02	1.046775689e+00	8.268483238e+01	2.643939826e+02	3.742638773e-04	1.020126811e+00	-1.582677125e+02	3.874917695e-05	3.499553216e+00	-8.176604909e+02	1.109609388e-01	2.700255924e-02	3.491996157e+02	1.160416830e-05	6.017212275e+01	-2.089281500e+02	7.164149978e+00	6.129176225e+00	9.899419329e+02	1.203535625e-03	1.956661513e+00	-6.398969661e+02	2.679375305e-05	3.786344425e-03	7.331890208e+02	4.805061168e-04	2.495450301e-02	7.666323153e+02	1.090750198e-05	1.568996020e+01	-3.751711047e+02	5.305188439e-01	8.800920616e-03	3.940974704e+02	2.157858328e-03	2.303398241e-03	4.626604148e-05	7.040298638e-01	1.416047109e-02	-2.112926574e+19	-2.846937458e+02

18	-1.628901281e+02	1.044167753e-02	2.941908065e-03	-4.670893004e+02	4.970492430e-06	2.985924916e+01	-1.507642343e+02	4.724748157e-02	1.080949964e-01	-9.939522877e+02	1.615902354e-01	6.224415779e+00	7.794828618e+02	1.145450302e+01	2.677764768e-03	9.876181296e+02	3.064673274e-03	3.873741560e-02	7.604257989e+02	2.467351901e-06	1.372512717e-01	-8.596444519e+02	2.140086072e+00	1.740516348e-02	7.209298238e+02	2.708599163e+01	5.495865905e-01	-2.757073283e+02	9.474571368e-01	4.636071506e-02	-5.046048469e+02	2.042814629e-03	1.915907138e-02	-1.024671626e+02	3.522797360e-05	1.389862725e+01	8.671328154e+02	3.145479427e-01	1.293716678e-01	9.832394807e+02	5.991875878e-02	9.602490107e+01	-3.398648351e+02	7.613466084e+01	2.112949815e-01	-8.599246054e+01	3.142584549e-03	2.077181763e+01	5.969780064e+02	9.370678976e-03	2.646326295e+00	6.215861201e+02	1.860572477e+00	8.359777555e+00	-8.399852457e+02	2.520556430e+01	4.813924538e+01	-1.902041433e+02	9.391695118e+00	3.060338946e+01	-3.735310895e+02	1.580926327e-04	3.359431163e-03	2.665929059e+02	5.990881971e-03	5.029118039e-02	4.318813939e+02	4.414797944e+00	1.486477919e+00	1.553245927e+02	1.019248114e-01	2.067524292e+01	7.730967921e+02	2.723151024e-02	7.995697584e+00	-9.476822141e+02	7.091563302e-06	3.393624113e-02	-8.698774611e+02	1.349144873e-01	7.540304739e-02	-1.875984472e+02	4.891899686e-02	6.682085823e+00	-7.048996477e+02	3.722025347e-06	7.175204229e-02	5.834132051e+02	6.967666991e-01	2.474491436e+00	2.881103836e-04	2.240724071e-04	6.159634649e-03	-3.255874911e+18	-2.551689527e+02

19	8.033612508e+02	1.257876750e-04	2.365035989e+00	-5.500009434e+02	1.289170662e-02	1.370015472e-03	-7.614021614e+02	4.302979960e-02	1.209972827e+01	-3.224980152e+02	8.924904768e-06	4.078748624e+01	-2.689459145e+02	2.543277764e-03	1.540369545e-01	-5.511252104e+02	9.212490880e-02	3.643335653e-01	5.421413137e+02	7.017150088e-05	1.562501765e-03	4.780693989e+02	8.384270880e-06	2.008189846e+00	8.990362043e+00	2.488088225e-03	1.860945135e-03	9.520100017e+02	7.157605255e-01	5.498322967e-02	7.882613622e+02	1.711621733e-01	4.699820057e-03	-6.360432225e+02	1.878387922e-02	2.917079949e-01	9.827796769e+02	2.097489337e+00	6.482020596e-03	6.434476189e+02	7.035238099e-04	1.983570113e-02	4.447684724e+01	2.493587510e-04	3.753248112e+00	7.849287952e+02	6.434370973e+01	3.001467888e-01	-8.627577590e+02	1.489336321e-01	1.189741718e+01	5.688303697e+01	1.864935962e-01	3.541849692e+01	-7.741788176e+02	3.111005648e-03	5.399587999e-03	6.193686691e+02	8.964231351e-06	1.459010910e+01	-1.497818219e+02	1.672490234e-01	4.266932780e-03	-1.059755382e+02	6.864351474e+00	4.984168206e-01	-3.222910078e+02	3.771007119e-02	3.441376896e-02	-9.713956964e+02	1.254467292e-01	5.044065569e-03	-3.484610504e+02	1.175823259e-06	2.821126222e-02	8.142978225e+02	1.963125601e-03	5.971070456e-03	5.827285744e+02	3.283280254e+00	3.975521231e-02	3.407979544e+02	2.624460034e-05	1.523151361e-02	5.464495764e+01	5.298483557e+00	6.292597684e-02	-4.394836957e+02	2.595002380e-01	6.979661453e+01	1.987699681e-01	2.847577646e+00	1.122365014e-01	-2.537504153e+12	-1.997431032e+02

20	-7.079944803e+02	2.355659987e-01	5.091115162e+00	6.513132376e+02	2.361206561e-02	3.814514585e+00	-1.950649679e+02	1.659643391e+01	1.030800943e+01	-7.577536461e+02	1.057770226e+01	1.213642482e+00	5.439778855e+02	1.117442984e+01	8.398508384e-01	-1.790417870e+02	1.708459201e+00	3.805214752e+00	-5.739885450e+02	3.128119921e+00	4.471220097e-01	4.640495469e+02	1.570521436e+00	1.351237191e-01	-9.610915139e+01	8.208578637e-01	2.695074914e+00	1.247227724e+02	6.017567275e+00	2.325079941e-02	-5.053977113e+02	3.661567144e+01	3.888101341e+00	3.972732043e+02	5.811229644e-03	1.511816119e-01	1.894265420e+02	5.317808470e-04	2.363906594e-02	5.047302470e+02	3.424829921e+00	9.252969909e-01	2.145078326e+02	1.104203217e+00	2.372813172e+01	-3.943632357e+02	4.653777410e-02	5.202312167e+00	-5.091705724e+02	3.066908034e-02	6.261959659e-01	2.021375487e+02	1.108858174e+01	2.857652243e+00	-4.249638170e+02	3.474403845e-02	4.241021735e+00	-5.822636511e+02	1.090484310e+01	9.686814904e+00	-1.039000606e+02	2.468126355e-02	2.379111557e-02	3.571251661e+02	8.494969453e-03	1.016495386e-01	-1.248534541e+02	4.033167488e+00	4.701157672e+00	1.132521526e+02	1.336257340e-04	4.228999830e+00	-4.591934559e+02	1.199131025e-01	1.183761251e+00	1.452338880e+01	4.967395899e+00	4.437355583e-01	-7.946772120e+02	9.380790719e-01	1.621913162e-01	-7.856867334e+02	9.234971457e-01	1.483763419e-01	3.006068466e+02	1.565229215e+01	1.431077601e-01	3.663537155e+02	1.161967250e+01	3.196645303e+00	7.133095194e-03	2.357154711e+00	5.355593767e-01	-1.131079955e+13	-3.715096518e+02

21	-3.731048067e+02	2.062810399e-01	2.433180736e-01	4.587516820e+02	2.667097581e-04	1.498861087e-02	3.890922412e+02	5.993800340e-02	2.307363799e-01	-8.743097955e+01	2.040218629e-06	1.661800143e-01	9.626155145e+02	2.767562421e-03	6.608776328e+00	2.109862241e+02	4.026287640e-05	7.312300974e-01	6.816454545e+01	3.608963204e-01	3.008995075e-03	2.084139507e+02	5.330760698e+01	2.156672229e+01	7.781437921e+02	8.446564106e-06	2.903781028e+01	7.349811159e+02	2.195996572e-04	7.599929817e+01	8.582967924e+00	3.621813747e-03	4.783570660e-01	1.468504178e+02	2.556794883e-02	1.989038842e+01	5.681321564e+02	1.162827480e-03	4.287833989e-02	9.206692168e+01	2.403573509e-03	9.294721108e-01	-1.606247504e+02	1.994886218e-04	1.225720518e-02	-5.516525572e+02	1.656259858e-06	3.470618630e+01	8.561425051e+02	1.606746963e-01	1.221216834e+00	-9.555807335e+02	4.480703808e-01	3.569540334e-02	8.935557099e+01	2.806000340e-04	3.474475947e+01	2.961484439e+02	4.128939704e-03	3.344347704e+00	8.955251531e+02	7.501848139e-02	5.240608845e+00	1.572443900e+02	3.145599245e-05	2.331787774e-01	1.865795478e+02	9.435219499e-02	1.545561022e+01	-4.977085006e+02	3.046411812e-02	4.374748363e+01	8.848414926e+02	8.575577249e-06	2.497075449e-01	7.951069358e+02	5.148221083e+00	1.921527684e+00	4.739488274e+02	4.370179143e+00	1.069716248e-03	-9.615115990e+02	1.541876090e-02	5.679672697e-02	-2.373269946e+02	1.982488755e-01	5.476381231e-01	8.559435480e+02	2.695495300e-03	1.026997775e+01	2.404747773e-06	3.224854539e+00	1.040641706e-01	-3.121664392e+22	-2.200595907e+02

22	2.599213036e+02	1.056145484e-03	5.422144951e+00	1.391215483e+02	3.673171264e+00	2.054937215e-01	8.678435056e+02	4.861842504e-05	3.148568886e+00	5.966526037e+01	1.004139986e-02	3.006092367e-01	-3.401874636e+02	8.869062273e-05	1.219211214e-02	8.094292277e+02	3.675235973e-05	2.229143856e+00	-6.867213070e+02	6.064505855e-01	8.223881630e-01	9.875044420e+02	1.757045639e+00	5.868761582e+01	-6.829862724e+02	8.705362295e-06	4.526185352e+00	-4.845299633e+02	1.095076813e+01	3.803762287e+00	-1.888327474e+02	4.727413891e-06	6.236648806e-03	1.684221478e+02	2.156084759e-04	3.368817340e-02	6.709473935e+02	1.286261204e-04	8.096021952e-02	-3.411833584e+02	1.176566339e-04	2.167268055e-02	9.568409355e+02	4.794872848e-01	2.841642172e-02	6.534486402e+02	2.679273428e+01	8.427644881e-02	-7.845688401e+02	2.101666321e+00	1.257050572e+01	9.767146908e+02	2.793005550e-06	1.016874206e+00	3.190217237e+02	3.149954504e-05	2.304544995e-03	7.138760480e+02	4.226811518e-01	1.161287912e+01	-4.423890352e+02	1.831191723e+01	2.094103711e+01	-7.514837699e+02	1.924340787e+01	1.456053592e+01	-4.626949681e+02	1.814717162e-06	7.852593070e+01	2.883023819e+02	2.538015835e+00	3.052177841e-02	-6.323241480e+01	3.368343763e-04	1.452610780e+01	-6.085834500e+02	5.271208559e-03	7.560607498e+00	5.870239084e+02	1.232844279e+00	1.266414438e-01	5.477554167e+02	2.510758128e-02	3.367138769e+01	2.864141881e+02	1.766019796e-03	4.041166488e-01	9.914292060e+02	2.232495580e-03	1.005115700e-03	1.209007206e-06	9.588369238e-05	2.620646804e-01	-1.936530685e+23	-2.149153233e+02

23	3.334937813e+02	7.383282886e-01	1.089555444e-01	6.417602182e+02	3.502662310e-06	5.180425666e-02	-6.569660381e+02	1.618791923e-02	6.467194676e-01	2.215434787e+02	1.642908523e-03	1.270659022e+00	-9.276318838e+02	4.450927138e-06	3.324307397e-02	-1.084396492e+01	2.014625058e-02	1.967801313e-01	-9.039842519e+01	9.664380526e-03	1.415205709e+01	-5.979792451e+02	3.318568207e+01	6.490905417e-01	8.970364257e+02	1.714517658e-02	1.846185661e-02	-3.130323602e+02	3.673371963e-04	2.706479138e+00	1.306759180e+02	1.019942695e-02	1.810402373e-03	-7.332245154e+02	2.772823498e-04	3.403255856e-02	-7.055306924e+02	6.964557555e-01	1.362473167e-03	-6.625901565e+02	1.273233608e+01	1.698556516e+00	7.113828671e+02	6.070261173e+00	1.696741675e+00	-8.587891914e+02	7.235675198e-02	1.700390102e-03	1.036088506e+02	9.866458314e-02	1.013364257e+00	5.681854594e+02	2.973439498e-04	1.261848185e+01	9.874395283e+02	6.693464304e+00	2.460483742e-03	1.040550869e+02	6.048801235e-05	1.423598338e+00	-2.098958582e+02	1.807682418e+01	1.041855008e+01	-7.677313709e+02	3.141421120e-02	2.169200257e-03	-4.511141495e+02	1.084448587e-01	1.430320822e+00	-1.594033545e+02	6.435806307e+00	1.112605179e-01	-6.206374756e+02	5.381232944e+00	3.423444699e-02	-6.340486256e+02	1.304039106e-04	6.532173320e+00	-5.826043140e+02	2.306222438e+01	8.283034864e+00	-8.390779285e+02	3.325490900e+00	3.614675910e+00	7.843683400e+02	7.057934475e-01	1.692179627e+00	3.378932954e+02	8.292846699e-01	4.077423639e+00	5.719128913e-02	3.906615038e-03	1.316157267e+00	-4.885809316e+13	-2.641692687e+02

24	3.258061747e+02	3.846255111e-01	4.132294901e-01	3.175252465e+02	1.196839955e-06	2.142383887e-01	5.872514645e+02	2.499982910e-04	4.129848520e-01	8.407842708e+02	1.299075751e-04	1.879812741e-01	6.230978827e+02	3.731629960e+00	8.790878474e+01	9.417264543e+02	1.043825553e+00	1.571492025e-03	-8.146252498e+02	1.461251916e+00	5.154523347e+00	6.364281064e+01	1.481677508e-06	4.063270613e-03	-5.481181767e+02	6.664779277e-06	3.841028175e-01	-9.144766140e+02	3.243840763e-01	1.680666662e-02	3.553503881e+02	3.428859261e+01	3.494333236e+00	8.698617833e+02	3.263320811e-03	3.909288871e+01	4.263023891e+01	6.732751277e+01	4.935801718e-03	4.434438183e+02	2.413909165e-01	3.286892370e+01	9.446895533e+02	1.111445968e-02	7.106980689e+01	-6.710617512e+02	1.567536455e-04	1.229340542e+00	6.272879557e+02	8.373612989e+01	1.937366229e+01	3.177459942e+02	1.579928508e-01	6.309977821e+01	4.922124520e+02	7.011934620e-01	6.895183349e-03	2.783712483e+02	1.676524921e+00	1.329244098e-02	1.634921380e+02	2.232045072e+00	1.751498630e+00	4.037647859e+02	6.589737378e-06	1.555446597e-02	-3.270841627e+02	5.152048153e+01	2.633422188e+00	2.855868556e+02	3.750452623e-04	8.384972449e-01	-5.998575299e+02	4.911163947e-05	8.235858302e+01	2.199572352e+01	6.508713179e+01	2.045876090e-01	-4.674880658e+02	6.605069333e-01	2.102567268e-01	-6.194062864e+02	3.922372718e+00	7.424632284e-03	-3.307034367e+02	1.466787389e+00	6.283521383e-01	3.719156642e+02	2.787455306e-06	1.146120934e+01	2.238803431e-04	2.228163870e-05	3.701891353e-03	-2.253874593e+18	-2.583498520e+02

25	1.327444548e+02	5.002830389e-02	8.604959377e-02	3.693061672e+02	1.033531553e+01	1.798462333e-02	9.903985709e+02	6.888139017e-04	1.549084134e+00	3.120317539e+01	2.643411581e-04	2.649798949e-03	1.830890164e+02	2.723935971e-02	6.555929968e-03	-1.860506220e+02	8.423994601e-01	2.363384199e-03	-1.222253792e+02	4.558252884e+00	4.594698155e-01	-1.590704197e+01	8.304515241e+01	1.677547569e-01	9.647760068e+02	7.189996849e-02	5.186906346e-01	-5.921664277e+02	6.100374578e-06	2.038391706e-03	6.162695236e+02	4.158563685e-06	3.151303922e-02	-8.993380268e+02	5.028859457e-02	2.335345488e-01	4.149806859e+02	7.967119357e+01	6.522929394e-02	-6.418804779e+01	4.903387938e-04	8.718147519e-01	-2.734734300e+02	7.123066598e-04	1.622930711e-03	8.796858442e+02	2.516280732e-02	6.516121254e+00	-3.844571751e+02	2.879090882e-02	1.100737816e-01	-9.889770576e+02	6.697434860e-03	6.185791713e+01	7.267848295e+02	1.500153235e-02	2.522077867e+00	-8.878889812e+02	4.155470470e-03	3.877961411e-02	-8.758190695e+02	7.181283592e-01	7.468325195e+01	-8.085124676e+02	6.472805899e-01	3.758546758e+00	4.702611960e+02	4.617744352e-02	3.503591700e+01	-9.671295671e+02	8.830567411e-05	3.974131455e-01	-1.635291605e+02	4.593371949e-05	2.141789517e+00	-1.962119370e+02	5.842650153e-06	3.283878137e-03	-4.774458453e+02	8.156938057e+01	9.123544242e-03	-4.264003706e+02	3.381220247e-04	9.576115862e-02	5.567916423e+02	2.168408397e-04	4.367018732e+01	-6.435082485e+02	2.711812123e-06	7.426536705e-01	2.757970190e-01	1.839632616e+01	6.244754182e-01	-2.131914446e+12	-2.159899779e+02

26	3.101063886e+02	1.148381343e+01	4.818813905e+01	-3.792661695e+02	4.497891870e+00	1.706916601e-01	-6.150990908e+02	2.694930243e+00	1.904880785e+01	2.837357437e+02	1.801130033e+01	2.274469083e-03	8.783147169e+02	1.280382980e+01	1.867180483e+00	-5.476818926e+02	1.053381652e+01	7.376063774e+00	-6.583028681e+01	3.510526664e-04	4.073507291e+00	1.369652994e+02	3.956374795e-04	5.841859337e+00	3.070479361e+01	5.357524381e+00	2.002296288e+00	-3.889230669e+02	4.878344301e+00	1.575580602e-01	-2.469259232e+01	7.516821904e+00	2.593268484e-01	-6.227467211e+02	2.055872098e-01	4.939496692e-02	-5.137611591e+01	1.745073660e+01	3.869764025e+00	-6.860803945e+02	3.985989818e-04	1.573769954e+01	4.312721834e+01	7.619169278e+00	2.575391344e+00	1.619557239e+02	3.663465184e-04	1.807593570e+01	1.121236518e+02	9.439762956e-04	1.873173257e+00	-4.077766203e+02	2.149006275e+01	2.009568291e-01	-4.065949157e+02	4.941377382e-03	5.748926034e-03	-1.373322364e+02	1.233838887e-03	2.622330201e+00	2.512695685e+02	2.554716282e-03	2.743901486e+00	2.287364390e+02	5.725836714e-04	8.406662742e-01	3.019487615e+02	3.803234948e-02	3.834702259e-02	-4.869436299e+02	5.892755300e-03	8.397731676e+00	-5.043451093e+00	1.252593219e-04	4.250782487e+00	5.500192761e+02	1.762774302e-05	7.138461608e-02	-5.252883091e+02	7.985287044e+00	4.392973774e+00	7.822230182e+02	3.593942155e-02	4.472751217e-01	-5.289976254e+02	1.880513323e+01	2.685271064e-01	-2.541530656e+02	3.102569925e-01	9.256711053e+00	5.836346599e+00	3.789767158e-01	6.576766291e-03	-2.839199913e+08	-3.273067387e+02

27	-7.602875744e+02	3.480884009e-02	1.486508200e-03	8.339447746e+01	1.386836947e-03	2.796763742e+01	6.903626190e+02	6.279120720e-06	5.033463097e-01	-7.561778060e+01	3.467821265e-06	3.002104890e+00	-9.769559486e+02	8.302251453e-01	5.127655209e-03	3.466883572e+02	3.933703257e-01	3.272989626e-03	-4.430377127e+02	1.429384023e-04	1.486708141e-03	-3.439755096e+02	2.301107229e-06	1.533804245e-02	-1.998785401e+02	6.794258699e+00	1.847937461e-03	-4.332405597e+02	7.045894136e-02	1.107683958e-03	-7.325445990e+02	8.068954712e+00	7.114732048e+00	-2.348773489e+02	3.157400476e-04	2.344089758e-01	-7.290367119e+02	6.228136216e-01	2.014007537e+00	1.160816215e+02	6.890739557e-05	9.404812605e-03	-8.648779566e+02	6.084200758e+00	7.274179325e-03	2.086757049e+02	8.334523152e-03	1.730138727e-02	-6.865995579e+02	7.535082516e-02	3.393404227e-01	1.256721545e+02	1.552684183e-06	1.316737158e-03	-8.016538378e+02	3.886670280e+00	4.886607083e-01	4.594387778e+02	6.785828695e-04	1.742437602e-03	-2.507913699e+02	1.080641984e-02	1.233924720e-01	-1.194570995e+02	2.326052371e-05	5.838385195e+01	9.169587339e+02	1.309552437e-04	1.565464385e-01	3.680532861e+02	7.766465761e-05	2.364637980e+01	-9.341799652e+02	9.040630488e-05	6.248382511e+01	-9.668593717e+02	2.640842279e+00	8.746161662e+01	-3.719344803e+02	1.298015695e+01	8.847593376e+01	9.205230435e+02	1.088046730e-04	3.899489957e-03	1.856960573e+01	5.555667287e+01	8.430700777e-02	2.286422873e+02	3.269206421e-02	7.821468986e-01	4.185159353e-01	9.843943405e-02	5.108836643e-02	-4.868218726e+11	-1.869625656e+02

28	1.468167171e+02	1.497202619e-05	1.084347127e-03	-5.217065306e+02	1.683064503e+00	8.129719096e+00	-3.984774504e+02	1.133726811e-03	3.045579849e-02	-2.264879733e+02	4.777790610e-03	3.819156465e-03	9.285026754e+02	6.986402932e-04	1.059096853e+01	8.139910624e+02	4.404294134e-01	1.609868457e+00	7.416425616e+02	4.337395771e-04	1.522783866e+01	4.672643457e+02	7.422906873e-02	1.190970015e+01	-4.156300143e+02	1.038274782e-06	1.810486804e+01	-8.291707459e+02	4.239981100e-06	3.033889770e+01	-1.396834252e+02	1.145176872e-04	5.834207696e-02	-9.499347236e+02	2.753982772e+00	9.729513241e+00	9.226225835e+02	2.212003160e-02	7.503750270e-01	3.004222585e+02	3.584496338e-03	4.507353409e-01	-9.353627594e+02	2.283272133e+00	8.446271175e-01	5.759700108e+02	2.370771831e+00	2.841872262e+00	-9.970185022e+02	1.044184486e-04	1.286062479e+01	6.279691908e+01	4.084242323e-03	2.871482374e-02	3.877986958e+02	1.611969640e-06	1.377390512e+01	-4.360117741e+02	1.234360563e-03	3.569806080e-03	-1.175228443e+02	4.633674236e-01	9.736346251e+00	-5.785157814e+02	4.523901339e-05	1.992870328e-02	5.063786095e+02	5.847456938e-01	2.217188693e+01	-9.310650388e+02	3.876844189e+01	1.130373386e+00	9.522034042e+02	9.141770906e+00	2.880261995e+00	8.365769648e+01	2.908768578e-03	3.966366745e+00	-9.996695338e+02	2.010217240e-02	1.509213203e-01	-2.077720188e+02	7.091274894e-01	4.374645806e-03	-1.171290182e+02	1.166599116e-01	2.132520935e-03	-4.665177625e+02	2.174324079e-01	3.239681836e-03	3.580593673e+01	1.735063518e+00	3.470969715e+00	-1.732461107e+08	-2.457235056e+02
