walker	beta0	ell0	sigma_noise	sigma_gp	beta1	ell1	beta2	ell2	beta3	ell3	beta4	ell4	beta5	ell5	beta6	ell6	beta7	ell7	beta8	ell8	beta9	ell9	beta10	ell10	beta11	ell11	beta12	ell12	beta13	ell13	beta14	ell14	beta15	ell15	beta16	ell16	beta17	ell17	beta18	ell18	beta19	ell19	beta20	ell20	beta21	ell21	beta22	ell22	beta23	ell23	beta24	ell24	beta25	ell25	beta26	ell26	beta27	ell27	beta28	ell28	beta29	ell29	log_l	log_p
22	-2.604538460e+00	2.573710850e+01	3.400853352e+00	6.089936387e-01	1.235412994e+00	1.729698794e-01	-4.326667640e-01	4.292646113e-01	2.024465554e+00	3.551442569e+00	1.592473109e+00	3.181605122e-01	1.032085638e+00	3.464154490e-01	-2.545686349e+00	4.296563278e-01	-2.882027089e+00	9.754262285e-02	4.038940797e+00	1.580772620e+00	-1.758779372e+00	4.149711644e-01	6.064202061e-01	2.959214042e+00	2.510601362e+00	4.372123241e-01	2.618284405e-01	1.463980078e+00	-1.003602426e+00	1.236764138e+00	-7.495557210e-01	5.191408399e+00	-3.914506651e-01	9.737131084e-01	-1.410630289e-01	1.018517075e+00	3.904242541e+00	8.147551070e-01	4.687434376e-01	1.506732037e-01	3.301833356e-01	3.510204929e+00	-5.466735923e-01	5.481641875e-01	9.696804262e-03	2.606564667e-01	-2.063941157e+00	1.052495504e+00	2.828375177e+00	4.405359031e+00	4.873682761e-01	1.098347080e+00	-4.750982198e-01	5.399918981e-01	2.732028676e+00	7.876875034e-01	1.103818437e+00	1.094409018e+00	4.100901834e-01	9.440640953e-01	-1.332450153e+00	1.457442123e+00	-1.090715256e+03	-1.088477870e+02

23	-4.647531750e+00	1.427868698e-01	1.206596295e+00	3.653423817e-01	2.245560171e+00	2.620972051e+00	-1.275233654e-01	5.641262001e-01	-1.348410126e+00	7.151538293e-01	-8.310111192e-01	5.075908775e-01	1.495343403e+00	1.123454403e+00	-7.446740621e-01	5.994937233e-01	-3.323978475e+00	8.013254882e-01	1.871002920e+00	4.538475056e-01	-1.658925811e+00	5.570623712e-01	-3.415656781e-01	3.801724323e+00	-1.902919125e+00	1.197336329e+00	-1.735005268e+00	1.249395318e+00	-3.922831262e+00	1.208971409e+00	2.319289436e+00	2.195711794e+00	6.752701312e-01	7.535909198e-01	9.666673604e-01	4.083473213e-01	-3.154858612e+00	2.382167988e+00	-1.630229867e+00	8.486065004e-01	-1.206087004e+00	4.106446449e+00	-7.017330284e-02	1.896123874e+00	2.333431690e+00	3.264104364e-01	-4.705838629e+00	4.139226560e+00	-1.316730251e+00	2.765488836e-01	-2.413368707e+00	2.613387176e+00	-1.412224488e+00	1.572094279e+00	1.596006965e-01	1.968589811e+00	1.122488215e+00	3.562596704e+00	9.921726670e-01	9.354388398e-01	-4.808443093e+00	8.462794825e-01	-3.795718690e+04	-1.095202462e+02

24	-1.259006153e+00	6.036568791e-01	4.775453904e+00	5.677553767e+00	-4.740781049e-01	2.345775913e+00	2.045572916e-01	7.992767653e-01	3.811410482e+00	1.302729657e+00	-1.069059148e+00	1.472513253e+00	-2.158135808e-01	1.148498529e+00	1.001674973e+00	2.608321996e+00	5.970062263e-02	3.768648361e-01	6.976253963e-01	1.559599217e+00	-7.870108777e-01	1.419203609e+00	-1.563620637e+00	1.327430298e+00	-9.965175901e-01	3.576847861e-01	1.281805826e+00	3.441363886e+00	1.094118862e+00	1.650701720e+00	7.083305028e-01	1.837100909e+00	1.156384204e+00	3.006185908e+00	2.105323223e-01	9.860743467e-01	7.903991406e-01	1.193427830e+00	2.265507395e+00	9.640038041e-01	5.175455772e-01	7.394463591e-01	1.381242204e-01	8.075858221e-01	-4.739920389e-01	1.415055013e+00	-1.446589581e+00	3.462071742e-01	-6.868981818e-01	1.768373005e+00	-2.021263168e-01	1.544892012e+00	-3.595684439e-01	8.840898029e-01	7.665952306e-01	1.045392227e+00	1.650654151e+00	1.526433611e+00	2.473806163e-01	9.853097706e-01	-2.579912541e-01	8.326982559e-01	-1.056883780e+03	-9.833410210e+01

25	1.109180840e+00	2.053859377e+00	1.807999419e-01	7.316748389e+00	6.305162881e-01	1.611729187e-01	-1.014361672e+00	1.050069369e+00	-4.223239407e-01	4.186148947e-01	2.794961817e+00	5.811152902e-02	6.025612666e-02	1.991262616e+00	3.629872525e-01	4.105090111e-01	-1.096577572e+00	2.314665695e-01	7.668342129e-01	6.176348467e-01	2.330684069e+00	4.358520485e-01	6.624130397e-01	2.663168719e-01	-2.957989122e-01	1.836452887e+00	7.933084829e-01	2.023827997e+00	1.385158676e+00	3.534188295e-01	-1.611019756e+00	2.071450671e+00	1.036631047e+00	3.464445786e-01	1.908816010e+00	5.232429580e-01	-2.795166034e+00	5.932695448e-01	1.934865003e+00	4.671411411e-01	1.358384125e+00	1.349114380e-01	-1.888103340e+00	7.101387278e-01	-3.650571503e+00	6.275868423e-01	-1.477315781e+00	2.847028023e+00	-1.468930708e+00	1.382685918e+00	-6.074527891e-01	1.586097316e+00	2.913349583e+00	2.040753113e-01	1.641319800e+00	1.465730371e+00	-2.914374621e+00	2.513862882e+00	2.918737057e+00	9.706016688e-01	-1.242610420e+00	6.688943680e-01	-4.616026954e+04	-9.692552428e+01

26	2.938462662e+00	1.334636507e+00	3.875203912e+00	1.046814221e-01	-3.077911406e+00	6.594656410e-01	-3.040768709e+00	1.798531700e-01	-1.143138869e+00	1.081837855e+00	5.378070174e-02	4.842225010e-01	-3.438809060e+00	1.409690137e-01	6.266144910e-01	1.340453003e+00	-8.320716651e-02	1.575308315e+00	-1.667539734e-01	3.385639295e+00	2.191730995e+00	3.866143865e-01	-2.569453600e+00	2.351739899e-01	-9.613719403e-01	1.330596332e+00	-2.840395883e+00	8.865682583e-01	-1.264440964e+00	1.491155191e+00	2.359454261e+00	1.559806569e+00	-9.318435605e-01	9.634882362e-01	1.948359847e+00	7.766615066e-01	-1.553693715e+00	7.636321281e+00	-2.085248320e+00	3.567649999e+00	4.277716381e-02	3.627993549e-01	-2.394823440e+00	7.418315850e-01	1.791142778e+00	2.693001926e-01	-5.711282814e-03	3.752561866e-01	1.941731755e+00	6.295449078e-01	-7.848020524e-02	8.520482369e-01	1.742870951e+00	6.936421667e-01	-1.390968114e+00	3.034395148e-01	1.508735164e+00	2.067581562e+00	-1.784467558e+00	4.331152979e-01	1.233197538e+00	3.215091016e+00	-1.913768225e+03	-1.012214160e+02

27	-1.165125135e+00	3.700859851e-01	1.430921545e+00	1.029495054e+00	6.805618872e-01	1.182002551e+00	-4.474286267e+00	1.395183770e+00	-3.285049123e-01	2.701872429e+00	2.614754435e-01	2.232471865e+00	7.722065611e-01	3.552474568e+00	7.624691753e-01	1.414513804e+00	-1.030863896e+00	5.207644382e+00	1.408709076e+00	1.927501709e+00	-1.681308589e+00	5.512990600e-01	-1.878852116e+00	1.545198681e+00	1.270423425e-01	2.327957592e+00	-2.079334360e+00	2.018283485e+00	-5.291527774e-02	2.398013584e+00	1.687904423e+00	2.038556455e+00	-1.348467938e+00	2.372447128e+00	1.004230400e-01	9.861929812e-01	1.892086315e+00	1.157181557e+00	-7.531293422e-01	1.264022858e+00	3.138900421e-01	1.297887654e+00	1.743834076e+00	9.893733037e-01	2.226927323e+00	1.576958297e+00	-9.332436509e-01	6.243266494e-01	-2.829583057e-01	2.021921986e+00	4.443869597e-01	1.036225293e+00	1.911337514e+00	2.330977662e-01	9.227007583e-02	6.526527690e-01	1.076642893e+00	6.539372798e-01	-3.668039582e-02	2.142436202e+00	-6.026352959e-01	1.021806434e+00	-1.299650225e+03	-1.023961008e+02

28	5.577359363e-01	1.307119968e+00	2.466214720e+00	1.161079779e+00	-1.831312445e+00	1.347642018e+00	-4.881147348e-01	3.089009892e+00	1.774149408e-01	3.202422052e+00	1.827404020e+00	4.426131748e-01	-5.397251021e-01	4.103194873e+00	5.138207975e-01	6.486021664e-01	-1.442069239e+00	2.313407640e+00	1.012114058e+00	2.829856341e+00	-2.366760794e+00	6.406582679e-01	1.451408760e-01	4.758492751e-01	-1.495412371e+00	6.791123032e-01	1.154032139e-01	1.243720001e+00	-1.859342815e+00	1.507826960e+00	1.305842514e+00	3.860659750e+00	3.682572833e-01	6.160615402e-01	6.038470826e-01	2.341443860e+00	-6.570021470e-01	6.529272903e-01	1.222388492e-01	4.619361860e+00	-4.532033761e-01	1.130492891e+00	-1.712806390e+00	1.187033600e+00	-5.245103455e-01	1.106985628e+00	-2.010390198e+00	1.770435333e+00	9.588682141e-01	3.000385443e+00	-5.275563268e-01	4.729766387e-01	-1.470158702e-01	3.836625343e-01	1.319444012e+00	2.144334503e+00	-7.297535051e-01	6.280375813e-01	2.731477949e-01	9.065151882e+00	-7.440374614e-01	5.275797944e+00	-1.501157648e+03	-1.077659559e+02

29	8.247358911e-01	5.411059242e-01	3.247103946e+00	9.480113403e-01	2.135523327e+00	2.884209052e+00	-2.242343317e+00	6.750909611e-01	-1.635729072e+00	1.105844945e-01	-1.279565656e+00	1.225992953e+00	-1.758312217e+00	2.679924277e-01	8.422149661e-01	5.348065086e-01	3.437685263e+00	2.936960227e+00	6.208640564e-01	3.267139354e+00	2.001553407e+00	2.364246912e+00	3.621884039e-01	1.063602184e+00	-3.110285373e+00	4.084175272e-01	9.359357336e-01	2.385523143e+00	1.168870684e+00	1.932168062e-01	1.417769683e+00	2.168750071e-01	-1.947047728e-01	9.379372088e-01	-2.624772510e+00	2.645978701e+00	-1.768841527e-01	6.707970183e+00	-1.692261939e+00	1.146676509e+00	3.291564386e+00	1.676812145e+00	-8.030765352e-01	7.903475728e-01	-7.990310899e-01	1.319007016e+00	3.974186578e+00	1.379873791e+00	1.183747239e+00	5.911520121e+00	-1.042862546e+00	4.871825571e-01	1.670791270e+00	2.102633524e+00	-3.118782496e-01	2.648939133e+00	-2.678015057e+00	8.900883421e-01	-6.296931587e-01	1.028006501e+00	2.171223498e+00	1.842816733e+00	-1.029874716e+03	-1.104326435e+02

30	9.767439601e-01	3.300136051e-01	7.154206960e-01	2.042844189e+00	-7.355197705e-01	1.354021241e+00	-1.791111519e+00	1.932214024e+00	-2.259228155e+00	1.921876826e+00	-8.429217770e-01	6.185135503e-01	-3.119384331e+00	1.760514251e+00	-4.427029102e-01	4.914918010e+00	-7.424989388e-01	9.083564680e-01	-5.584945250e-01	6.659240964e-01	-5.287023073e-01	1.105112951e+00	2.870307097e+00	5.707061674e-01	-1.343834250e+00	1.910519389e+00	-1.071769143e+00	2.457745333e+00	3.820224494e-01	1.201492481e+00	2.841452764e+00	3.230575932e+00	-8.835329847e-01	5.735779609e-01	1.757000491e-01	1.042744893e+00	2.155829379e+00	1.780306044e+00	-1.651621155e+00	3.206023655e+00	3.522594469e-01	2.285331066e+00	-2.946380539e-01	4.878605057e-01	-1.820163450e-01	2.059023543e+00	-4.184255165e-02	1.143395231e+00	1.218196473e+00	1.016828393e+00	-1.367666175e+00	1.045236018e+00	1.629632127e+00	2.068855995e+00	-6.734808608e-01	1.445219334e+00	3.665722466e+00	1.288387885e+00	2.114332849e+00	4.710447451e-01	-1.032439141e+00	7.665908976e-01	-1.225066752e+03	-1.012798660e+02

31	-1.918202842e+00	2.654503467e-01	2.701613169e-01	3.852703011e+00	-9.064805807e-01	2.774952547e-01	-7.373590631e-01	2.209687018e-01	-9.050455449e-01	7.102908341e-01	5.010500176e+00	1.267667973e+00	1.177196362e+00	3.171229106e-01	4.161716615e+00	8.609922422e-01	1.985070640e+00	3.145903432e+00	-4.595076072e+00	8.509708198e-01	1.973188435e+00	2.682280289e+00	1.550454914e+00	1.811445484e+00	1.978276952e+00	1.803697204e+00	7.351181081e-01	1.995792596e-01	-3.918189397e-01	8.390823772e+00	-1.142634394e-01	8.612282024e-01	-2.374799320e-01	3.682042623e-01	-6.101918784e-01	7.174046191e-01	1.595320890e+00	6.149786777e-01	1.999157161e+00	5.728946549e-01	2.091868346e+00	2.008565896e-01	-6.056876961e-01	9.031527663e-01	1.508311399e+00	2.337092145e+00	8.634424485e-01	1.712254833e+00	-1.831546595e+00	3.367959800e-01	-1.241380923e+00	1.469211325e+00	-3.865013488e+00	1.735079876e+00	-3.283599775e-02	3.230317042e-01	4.271885513e-01	3.141958384e+00	8.477398755e-03	1.422191022e-01	3.082187223e+00	9.858397076e-01	-4.053185647e+04	-1.043326771e+02

32	5.144537251e-02	1.153773935e+00	6.531604392e-01	1.074228188e+00	-8.047577485e-01	2.464153396e+00	-1.484626194e+00	4.923106932e-01	-8.235815626e-01	1.060651254e+00	-1.940950392e+00	3.025460092e+00	9.304755118e-01	1.011817142e+00	1.553625893e+00	1.420238950e+00	8.020827731e-01	1.740074984e+00	-1.609692147e+00	7.490141690e-01	-3.034882029e+00	9.029056388e-01	-4.335757497e-01	1.500822299e+00	-3.345824375e+00	3.642962841e+00	-2.525589931e+00	4.515597045e-01	1.844314996e-01	2.540286200e+00	3.745055234e-03	1.303532393e+00	-2.235963849e+00	1.319857632e+00	-9.630344520e-01	4.782552986e-01	1.071065208e-01	4.638761007e-01	-8.001467693e-01	8.397057319e-01	3.572448929e-01	1.541071682e+00	9.595976345e-01	1.176091618e+00	-2.299557233e+00	2.534041783e+00	-2.685868169e+00	5.070019739e-01	-1.585429775e+00	3.886680560e+00	-2.624534453e+00	8.495066372e-01	2.721895277e+00	8.324603654e-01	-1.654040161e+00	5.658564219e-01	2.125981003e+00	5.089949894e-01	3.006831436e+00	1.144962378e+00	1.121115427e+00	6.331652448e-01	-5.450003349e+03	-9.853147021e+01

33	-4.992728903e-01	8.039312603e-01	1.880947233e+00	4.454155443e-01	-1.564072624e+00	1.340600487e+00	-1.898165615e+00	2.009711821e+00	9.254560554e-01	1.318641106e+00	2.785745120e+00	1.701142921e-01	4.053994528e+00	1.115829985e+01	-2.706967956e+00	9.514732383e-01	-1.419440040e+00	8.203268358e-01	-2.639594715e+00	8.711370148e-01	-3.042838049e+00	1.267764912e+00	1.109509752e+00	1.543871974e+00	-4.662019327e-01	1.722671912e+00	1.646285910e+00	2.745262937e-01	-2.192586499e+00	1.664407478e+00	6.584386024e-02	6.379024486e-01	1.683825623e+00	2.899990806e+00	-2.712413385e+00	5.498662142e-01	-3.975806690e+00	3.264546524e-01	1.314001326e+00	1.347855306e+01	-8.543830994e-01	8.526431141e-01	3.030720302e+00	3.117989404e+00	-2.144700978e+00	5.478921393e-01	1.012792928e+00	2.985953022e-01	2.922018437e+00	1.085399281e-01	-1.689114232e+00	1.407608929e+00	1.057232138e-01	2.737869904e-01	1.245619869e+00	4.379983267e+00	3.591695557e+00	6.095138745e-01	-8.047121412e-01	9.225757635e-01	-2.060824548e+00	1.618852496e+00	-3.173009030e+03	-1.134336380e+02

34	-3.251408846e-01	7.255694929e-01	1.221413320e+00	1.111071245e+00	-9.584992069e-01	2.440459784e+00	2.830835729e-01	3.300215027e+00	-4.887557712e+00	5.814407982e-01	1.033160486e-01	9.214914625e-01	-1.056931570e+00	8.187242614e-01	-2.121876279e+00	4.340920672e-01	-3.404487574e+00	8.558175022e+00	-2.871975997e-01	2.715088128e+00	-9.421423593e-01	3.355818512e+00	-7.163670471e-02	5.563032105e-01	-1.018118478e+00	6.068508459e-01	2.072940453e+00	5.134485283e-01	1.906998652e+00	2.767807101e-01	-9.153487744e-01	2.039229227e-01	1.026719434e+00	7.126822576e-01	-4.781436520e-01	1.724719651e+00	2.639436852e+00	9.306150936e-01	2.343461100e+00	7.258696688e-01	-1.616703088e-01	1.773709458e+00	-1.497002611e+00	1.224275648e+00	-2.195800919e-01	2.363868109e+00	-2.407436947e+00	1.975157649e+00	1.435115236e+00	6.783340680e+00	4.974920023e-01	1.485612119e+00	3.157383838e+00	1.051577067e+00	-1.177400724e-01	3.476723897e+00	1.381489691e+00	9.910932445e-01	-1.366166402e+00	7.794960471e-01	-3.488177702e+00	6.763275092e-01	-4.000271434e+03	-1.075761991e+02

35	-1.974601172e+00	9.704049347e-01	1.310841458e+00	1.051877981e+01	2.126791943e-01	4.040242616e+00	9.186589767e-01	7.954618077e-01	2.823954997e+00	2.133846940e+00	-2.323331156e-02	1.093413881e+00	-7.981724745e-01	1.743903116e+00	1.179162477e+00	2.405803032e+00	1.260679682e+00	6.325823346e-01	1.859894660e-02	1.207814868e+00	-1.681813835e+00	1.375616374e+00	-1.326969143e+00	1.089581158e+00	-3.032258206e+00	4.696518954e-01	-9.393596229e-01	7.664174818e-01	-6.345893656e-01	1.757302246e+00	-4.290319025e-01	2.359838540e+00	-2.385311919e+00	1.634640986e+00	-5.420661921e-01	1.073707660e+00	8.881444354e-01	1.309142457e+00	-6.196119748e-02	1.586214807e+00	-1.877932431e+00	9.725240311e-01	-1.417522868e+00	1.016969598e+00	-2.215563447e+00	1.194113990e+00	-9.002570315e-01	4.434740827e-01	-1.960807051e-01	7.794073359e-01	2.408601729e-01	1.036165766e+00	-1.876658395e+00	1.331836371e+00	-1.535153524e+00	6.594002169e-01	2.627381598e-01	1.146476249e+00	7.094048161e-01	9.614965904e-01	-3.071466094e-02	1.227806224e+00	-1.077577174e+03	-9.844666129e+01

36	4.709496474e-01	1.620929254e+00	1.521657105e+00	3.694815564e-01	-2.051594065e-02	1.946766654e+00	-2.203377090e+00	4.576900179e-01	1.436400382e-01	4.430471004e-02	-4.220662075e+00	3.911866806e-01	1.160401220e+00	7.667357849e-01	3.673805165e+00	1.003349918e+00	-5.504863986e-01	3.902277927e-01	-1.871349670e+00	3.688370693e+00	1.677190746e+00	4.896915558e-01	-7.660364442e-01	3.828004540e-01	-1.510535383e+00	3.999109970e-01	-1.513262489e+00	1.247305471e+00	1.477617660e+00	8.988683898e-01	1.255077120e+00	7.099892075e-01	2.720148449e+00	3.248439105e-01	5.454821081e+00	8.420913266e-01	2.596116098e+00	1.818811626e+00	-1.662668279e+00	3.908197053e+00	-1.515938434e+00	1.481194188e-01	8.261218679e-01	2.202699751e+00	2.104795712e+00	7.848027862e-01	4.958291707e-01	2.442986408e+00	2.736466199e+00	1.269874495e+00	-1.535100578e+00	6.872827415e+00	-5.066585151e-01	5.433771439e-01	2.004493797e+00	1.654867489e-01	-2.698203422e+00	3.713891926e+00	4.635614723e-01	1.239101520e+00	-2.785690987e-01	1.369288162e-01	-1.832452331e+03	-1.063906184e+02

37	6.699425594e-01	2.838362009e+00	1.088813871e+00	1.970146886e+00	2.430546490e+00	1.800594181e+00	-1.682756800e-01	9.227247521e-01	-7.714153212e-01	1.002638690e+00	1.138962343e-01	4.588557691e-01	6.258648314e-01	2.454383849e+00	9.374684455e-01	1.112363166e+00	-9.291494850e-01	1.047076480e+00	4.124194273e-01	9.367394311e-01	-6.779605567e-02	1.361347396e+00	-4.152299803e-01	5.127044242e-01	1.944178398e+00	1.410977347e+00	6.671599464e-01	5.522326034e-01	-1.350238020e-01	3.507234049e-01	2.272786955e-02	1.347961722e+00	-2.179143256e+00	1.702932410e+00	-9.841253327e-03	3.232224418e-01	-1.739107230e+00	4.328461336e+00	1.742295160e+00	1.851534239e+00	-5.880803419e+00	2.683578297e+00	4.749758794e-01	3.522053036e-01	-5.166179966e-01	1.229431949e+00	-8.556898079e-01	6.336178221e-01	-2.235294139e-01	5.696680079e-01	-1.613429003e+00	1.684210029e+00	-3.758763825e-01	2.497008088e+00	2.419205499e-01	4.664355239e-01	-9.347542138e-01	1.299853679e+00	-2.196837755e+00	7.731069497e-01	8.133614595e-01	5.829047522e-01	-1.283659086e+03	-9.556668562e+01

38	-1.143806681e+00	6.162960251e+00	4.594066568e-01	7.948629322e+00	-2.757758328e-01	1.325122730e+00	1.366138849e+00	1.454051153e+00	-7.686572979e-01	1.303514446e-01	2.360617091e-01	5.739178546e+00	3.572802630e+00	8.351362730e-01	-1.593830339e+00	2.569885251e+00	1.598722238e+00	9.088098019e-01	-2.624689430e+00	2.290160658e+00	-1.051278977e+00	1.124927848e+00	2.960172847e+00	4.151584990e+00	1.015270283e+00	1.914734037e+00	1.619593315e+00	1.320902919e+00	1.395346509e+00	5.422410212e-01	-5.259522166e-01	1.338834324e-01	3.380487544e+00	1.605270462e-01	1.461343308e+00	2.094610773e-01	-1.019417172e+00	7.132916832e+00	-4.709835699e-01	1.504864439e+00	-3.044835713e-01	1.475372945e+00	-1.808485512e+00	5.986130905e-01	2.873035622e+00	3.097130696e-01	2.959511736e+00	2.795176479e-01	9.811883308e-01	8.179762116e-01	9.161131602e-01	1.437653155e+00	1.731257926e-01	9.874549210e-01	-1.269437287e+00	2.858524017e+00	-5.889455601e-01	1.428776692e+00	-5.805689924e-01	8.611476291e-01	2.684367989e+00	3.673373668e-01	-4.553082605e+03	-1.107065111e+02

39	-2.820506896e+00	4.165223700e+00	1.214534222e+00	8.982965991e-01	-3.195705274e+00	1.211465084e+00	-2.645585546e+00	1.059478230e+00	-1.489381845e-01	7.891275950e-01	-1.845321966e+00	1.029700056e+00	9.057312710e-01	4.476316340e+00	6.199641909e-01	4.676824893e-01	-1.510028627e+00	6.609547429e-01	2.588923984e+00	3.195531892e+00	1.609648520e+00	1.966291598e-01	5.689162786e-02	3.906065788e-01	2.296612696e+00	3.470793652e-01	2.710596438e+00	1.206613213e+00	9.553602043e-01	1.007140787e+00	3.745684461e+00	9.752934284e-01	-3.666019948e+00	2.217470060e+00	1.858374590e+00	1.939763905e-01	-6.502106552e-02	7.618017019e-01	2.535829910e+00	5.616907886e-01	4.112488609e+00	6.231877768e-01	-1.529184312e+00	1.262879201e+00	-3.556645170e+00	3.386288023e-01	2.737727402e+00	2.741877993e+00	-1.118177684e+00	7.376445910e-01	7.936077214e-01	4.917142076e+00	1.333207758e+00	8.165358347e-01	-3.033947653e+00	3.079857488e+00	-1.416575763e+00	6.978140669e-01	-1.173846893e+00	6.278925411e-01	-1.275508947e+00	6.690113276e-01	-3.130115060e+03	-1.059527490e+02

40	2.113583611e+00	2.903535762e-01	1.567627914e+00	2.332001757e+00	-7.211726385e-01	5.133700560e+00	1.395037234e+00	2.665054983e+00	4.150017004e-01	7.212082751e-01	-7.416524264e-01	8.288543504e-01	4.570639788e-01	6.275123019e-01	-1.053179057e+00	2.277560828e-01	2.046018947e-01	1.542207953e+00	3.347648179e-01	9.606034726e-01	-3.482780797e+00	1.121821735e+00	-1.086678352e+00	2.584659942e-01	1.153482967e-01	9.927227425e-01	-2.093648462e+00	2.863346647e+00	3.297260818e-01	2.686330500e-01	2.599000016e+00	8.879626073e-01	-8.364362747e-01	7.722860159e-01	9.238960406e-01	8.212731392e-01	-2.256557372e-01	2.000686110e-01	3.683978225e-01	2.135668701e+00	6.913291322e-01	1.459883191e+00	-9.512320354e-01	4.959550832e+00	-2.877267015e-01	6.385714153e-01	-3.185258436e+00	7.937563025e+00	1.690804221e+00	2.234100642e+00	8.211040262e-03	1.521667287e+00	5.091624972e-02	3.029995439e-01	-6.631176903e-01	2.275819167e-01	-2.921736186e-01	2.221302357e+00	1.210185847e+00	1.038053887e+00	1.740315573e+00	2.009306515e-01	-2.108476300e+03	-9.951324694e+01

41	8.432781326e-01	4.428988272e-01	1.314786028e+00	2.910238700e-01	-1.992605485e-01	2.375522797e-01	-2.269579122e+00	2.856235500e+00	-2.457537546e+00	6.133339181e-01	9.940321636e-01	1.421048580e+00	2.393261829e+00	8.051336507e-01	6.893811062e-01	1.062309885e+00	3.517918540e+00	6.812138959e-01	1.502922763e+00	2.960279974e+00	-5.069410958e-01	3.915071228e-01	1.599139728e-01	4.733979410e-01	2.991562428e+00	5.899158062e-01	-5.875391985e-01	8.646421951e-01	-1.809039202e+00	1.653279193e+00	-5.260084880e-02	3.369410751e+00	-7.813918995e-01	5.929867701e+00	7.504442859e-01	6.676768916e-01	-1.145036257e+00	6.033398445e-01	-1.532887315e-01	5.008569521e-01	3.145347903e+00	1.801396521e+00	-1.793005837e+00	1.189011763e+00	1.277423125e+00	1.375647391e-01	5.383963763e+00	8.386972508e-01	-3.845772720e-01	8.443944100e-01	4.076450108e-01	6.984738521e-01	2.296616966e+00	6.876171505e-01	2.532369293e+00	9.716089855e-01	-1.193376298e+00	1.380179782e+00	-5.510726218e-01	2.659761466e-01	-1.918722874e+00	7.903453266e-01	-3.215815692e+03	-9.639442272e+01

42	2.113370589e+00	2.290865495e+00	1.125331651e+00	9.714611848e+00	-1.489484309e+00	4.664636222e+00	-2.311113071e+00	6.647789958e+00	1.146189318e+00	1.797655035e+00	-2.472933030e-01	5.379271701e-01	3.667852697e+00	6.854059165e-01	-5.049693682e-01	3.012190456e+00	5.358357407e-01	4.700034491e-01	1.030713779e+00	2.476717612e-01	1.182578997e+00	3.076168305e+00	2.074811886e-01	1.385170622e-01	2.783787184e+00	1.197505839e+00	-2.127340265e+00	1.150391533e+00	1.157654203e+00	1.623863511e+00	7.554396548e-01	8.608220092e-01	-1.566830729e+00	1.694313275e+00	5.501521655e-01	1.449168960e-01	3.162547180e+00	1.577825750e+00	-5.688601668e-01	3.848781969e-01	9.786043967e-01	7.108965556e-01	2.411189305e-01	1.230451116e-01	-3.010043324e+00	1.918685794e+00	1.300491358e-02	1.465117262e+00	1.205783808e+00	1.776993341e+00	-3.097703550e+00	2.320816390e+00	2.242293273e+00	2.798514221e+00	-1.423249159e+00	3.506701879e-01	-1.380972026e-01	1.233916330e+00	-3.221228823e+00	2.840646975e-01	-3.461579883e+00	8.078484313e-01	-3.295248347e+03	-1.115580365e+02
